LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,timestamp,hresult,kb_package,session_id,param_count,has_failure,has_warning,has_hresult,event_class
389,2005-12-04,06:51:23,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E389,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:51:23,,,,0,False,False,False,INIT
390,2005-12-04,06:51:23,Error,mod_jk,mod_jk child workerEnv in error state 6,E390,mod_jk child workerEnv in error state <*>,2005-12-04 06:51:23,,,,1,True,False,False,FAILURE
391,2005-12-04,06:51:25,Info,jk2_init,jk2_init() Found child 32626 in scoreboard slot 6,E391,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:51:25,,,,2,False,False,False,INIT
392,2005-12-04,06:51:26,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E392,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:51:26,,,,0,False,False,False,INIT
393,2005-12-04,06:51:26,Error,mod_jk,mod_jk child workerEnv in error state 9,E393,mod_jk child workerEnv in error state <*>,2005-12-04 06:51:26,,,,1,True,False,False,FAILURE
394,2005-12-04,06:52:07,Info,jk2_init,jk2_init() Found child 32627 in scoreboard slot 9,E394,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:52:07,,,,2,False,False,False,INIT
395,2005-12-04,06:52:08,Info,jk2_init,jk2_init() Found child 32628 in scoreboard slot 7,E395,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:52:08,,,,2,False,False,False,INIT
396,2005-12-04,06:52:13,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E396,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:52:13,,,,0,False,False,False,INIT
397,2005-12-04,06:52:14,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E397,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:52:14,,,,0,False,False,False,INIT
398,2005-12-04,06:52:15,Error,mod_jk,mod_jk child workerEnv in error state 6,E398,mod_jk child workerEnv in error state <*>,2005-12-04 06:52:15,,,,1,True,False,False,FAILURE
399,2005-12-04,06:52:15,Error,mod_jk,mod_jk child workerEnv in error state 6,E399,mod_jk child workerEnv in error state <*>,2005-12-04 06:52:15,,,,1,True,False,False,FAILURE
400,2005-12-04,06:52:27,Info,jk2_init,jk2_init() Found child 32630 in scoreboard slot 8,E400,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:52:27,,,,2,False,False,False,INIT
401,2005-12-04,06:52:27,Info,jk2_init,jk2_init() Found child 32629 in scoreboard slot 10,E401,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:52:27,,,,2,False,False,False,INIT
402,2005-12-04,06:52:39,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E402,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:52:39,,,,0,False,False,False,INIT
403,2005-12-04,06:52:39,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E403,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:52:39,,,,0,False,False,False,INIT
404,2005-12-04,06:52:41,Error,mod_jk,mod_jk child workerEnv in error state 9,E404,mod_jk child workerEnv in error state <*>,2005-12-04 06:52:41,,,,1,True,False,False,FAILURE
405,2005-12-04,06:52:41,Error,mod_jk,mod_jk child workerEnv in error state 6,E405,mod_jk child workerEnv in error state <*>,2005-12-04 06:52:41,,,,1,True,False,False,FAILURE
406,2005-12-04,06:53:04,Info,jk2_init,jk2_init() Found child 32633 in scoreboard slot 9,E406,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:53:04,,,,2,False,False,False,INIT
407,2005-12-04,06:53:04,Info,jk2_init,jk2_init() Found child 32634 in scoreboard slot 11,E407,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:53:04,,,,2,False,False,False,INIT
408,2005-12-04,06:53:04,Info,jk2_init,jk2_init() Found child 32632 in scoreboard slot 7,E408,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:53:04,,,,2,False,False,False,INIT
409,2005-12-04,06:53:23,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E409,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:53:23,,,,0,False,False,False,INIT
410,2005-12-04,06:53:26,Error,mod_jk,mod_jk child workerEnv in error state 6,E410,mod_jk child workerEnv in error state <*>,2005-12-04 06:53:26,,,,1,True,False,False,FAILURE
411,2005-12-04,06:53:38,Info,jk2_init,jk2_init() Found child 32636 in scoreboard slot 6,E411,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:53:38,,,,2,False,False,False,INIT
412,2005-12-04,06:53:37,Info,jk2_init,jk2_init() Found child 32637 in scoreboard slot 7,E412,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:53:37,,,,2,False,False,False,INIT
413,2005-12-04,06:53:37,Info,jk2_init,jk2_init() Found child 32638 in scoreboard slot 9,E413,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:53:37,,,,2,False,False,False,INIT
414,2005-12-04,06:54:04,Info,jk2_init,jk2_init() Found child 32640 in scoreboard slot 8,E414,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:54:04,,,,2,False,False,False,INIT
415,2005-12-04,06:54:04,Info,jk2_init,jk2_init() Found child 32641 in scoreboard slot 6,E415,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:54:04,,,,2,False,False,False,INIT
416,2005-12-04,06:54:04,Info,jk2_init,jk2_init() Found child 32642 in scoreboard slot 7,E416,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:54:04,,,,2,False,False,False,INIT
417,2005-12-04,06:54:35,Info,jk2_init,jk2_init() Found child 32646 in scoreboard slot 6,E417,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:54:35,,,,2,False,False,False,INIT
418,2005-12-04,06:55:00,Info,jk2_init,jk2_init() Found child 32648 in scoreboard slot 9,E418,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:55:00,,,,2,False,False,False,INIT
419,2005-12-04,06:55:00,Info,jk2_init,jk2_init() Found child 32652 in scoreboard slot 7,E419,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:55:00,,,,2,False,False,False,INIT
420,2005-12-04,06:55:00,Info,jk2_init,jk2_init() Found child 32649 in scoreboard slot 10,E420,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:55:00,,,,2,False,False,False,INIT
421,2005-12-04,06:55:00,Info,jk2_init,jk2_init() Found child 32651 in scoreboard slot 6,E421,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:55:00,,,,2,False,False,False,INIT
422,2005-12-04,06:55:00,Info,jk2_init,jk2_init() Found child 32650 in scoreboard slot 8,E422,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:55:00,,,,2,False,False,False,INIT
423,2005-12-04,06:55:19,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E423,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:55:19,,,,0,False,False,False,INIT
424,2005-12-04,06:55:19,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E424,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:55:19,,,,0,False,False,False,INIT
425,2005-12-04,06:55:19,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E425,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:55:19,,,,0,False,False,False,INIT
426,2005-12-04,06:55:23,Error,mod_jk,mod_jk child workerEnv in error state 6,E426,mod_jk child workerEnv in error state <*>,2005-12-04 06:55:23,,,,1,True,False,False,FAILURE
427,2005-12-04,06:55:23,Error,mod_jk,mod_jk child workerEnv in error state 8,E427,mod_jk child workerEnv in error state <*>,2005-12-04 06:55:23,,,,1,True,False,False,FAILURE
428,2005-12-04,06:55:23,Error,mod_jk,mod_jk child workerEnv in error state 9,E428,mod_jk child workerEnv in error state <*>,2005-12-04 06:55:23,,,,1,True,False,False,FAILURE
429,2005-12-04,06:55:55,Info,jk2_init,jk2_init() Found child 32660 in scoreboard slot 6,E429,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:55:55,,,,2,False,False,False,INIT
430,2005-12-04,06:55:54,Info,jk2_init,jk2_init() Found child 32658 in scoreboard slot 10,E430,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:55:54,,,,2,False,False,False,INIT
431,2005-12-04,06:55:54,Info,jk2_init,jk2_init() Found child 32659 in scoreboard slot 8,E431,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:55:54,,,,2,False,False,False,INIT
432,2005-12-04,06:55:54,Info,jk2_init,jk2_init() Found child 32657 in scoreboard slot 9,E432,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:55:54,,,,2,False,False,False,INIT
433,2005-12-04,06:56:10,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E433,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:56:10,,,,0,False,False,False,INIT
434,2005-12-04,06:56:17,Error,mod_jk,mod_jk child workerEnv in error state 6,E434,mod_jk child workerEnv in error state <*>,2005-12-04 06:56:17,,,,1,True,False,False,FAILURE
435,2005-12-04,06:56:37,Info,jk2_init,jk2_init() Found child 32663 in scoreboard slot 10,E435,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:56:37,,,,2,False,False,False,INIT
436,2005-12-04,06:56:37,Info,jk2_init,jk2_init() Found child 32664 in scoreboard slot 8,E436,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:56:37,,,,2,False,False,False,INIT
437,2005-12-04,06:57:19,Info,jk2_init,jk2_init() Found child 32670 in scoreboard slot 6,E437,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:57:19,,,,2,False,False,False,INIT
438,2005-12-04,06:57:19,Info,jk2_init,jk2_init() Found child 32667 in scoreboard slot 9,E438,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:57:19,,,,2,False,False,False,INIT
439,2005-12-04,06:57:19,Info,jk2_init,jk2_init() Found child 32668 in scoreboard slot 10,E439,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:57:19,,,,2,False,False,False,INIT
440,2005-12-04,06:57:19,Info,jk2_init,jk2_init() Found child 32669 in scoreboard slot 8,E440,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:57:19,,,,2,False,False,False,INIT
441,2005-12-04,06:57:19,Info,jk2_init,jk2_init() Found child 32671 in scoreboard slot 7,E441,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:57:19,,,,2,False,False,False,INIT
442,2005-12-04,06:57:23,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E442,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:57:23,,,,0,False,False,False,INIT
443,2005-12-04,06:57:23,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E443,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:57:23,,,,0,False,False,False,INIT
444,2005-12-04,06:57:23,Error,mod_jk,mod_jk child workerEnv in error state 6,E444,mod_jk child workerEnv in error state <*>,2005-12-04 06:57:23,,,,1,True,False,False,FAILURE
445,2005-12-04,06:57:23,Error,mod_jk,mod_jk child workerEnv in error state 6,E445,mod_jk child workerEnv in error state <*>,2005-12-04 06:57:23,,,,1,True,False,False,FAILURE
446,2005-12-04,06:57:23,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E446,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:57:23,,,,0,False,False,False,INIT
447,2005-12-04,06:57:23,Error,mod_jk,mod_jk child workerEnv in error state 9,E447,mod_jk child workerEnv in error state <*>,2005-12-04 06:57:23,,,,1,True,False,False,FAILURE
448,2005-12-04,06:57:23,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E448,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:57:23,,,,0,False,False,False,INIT
449,2005-12-04,06:57:23,Error,mod_jk,mod_jk child workerEnv in error state 8,E449,mod_jk child workerEnv in error state <*>,2005-12-04 06:57:23,,,,1,True,False,False,FAILURE
450,2005-12-04,06:57:24,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E450,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:57:24,,,,0,False,False,False,INIT
451,2005-12-04,06:57:24,Error,mod_jk,mod_jk child workerEnv in error state 9,E451,mod_jk child workerEnv in error state <*>,2005-12-04 06:57:24,,,,1,True,False,False,FAILURE
452,2005-12-04,06:58:12,Info,jk2_init,jk2_init() Found child 32674 in scoreboard slot 8,E452,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:58:12,,,,2,False,False,False,INIT
453,2005-12-04,06:58:13,Info,jk2_init,jk2_init() Found child 32672 in scoreboard slot 9,E453,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:58:13,,,,2,False,False,False,INIT
454,2005-12-04,06:58:13,Info,jk2_init,jk2_init() Found child 32673 in scoreboard slot 10,E454,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:58:13,,,,2,False,False,False,INIT
455,2005-12-04,06:58:27,Info,jk2_init,jk2_init() Found child 32675 in scoreboard slot 6,E455,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:58:27,,,,2,False,False,False,INIT
456,2005-12-04,06:58:28,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E456,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:58:28,,,,0,False,False,False,INIT
457,2005-12-04,06:58:28,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E457,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:58:28,,,,0,False,False,False,INIT
458,2005-12-04,06:58:29,Error,mod_jk,mod_jk child workerEnv in error state 6,E458,mod_jk child workerEnv in error state <*>,2005-12-04 06:58:29,,,,1,True,False,False,FAILURE
459,2005-12-04,06:58:29,Error,mod_jk,mod_jk child workerEnv in error state 6,E459,mod_jk child workerEnv in error state <*>,2005-12-04 06:58:29,,,,1,True,False,False,FAILURE
460,2005-12-04,06:58:51,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E460,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:58:51,,,,0,False,False,False,INIT
461,2005-12-04,06:58:53,Error,mod_jk,mod_jk child workerEnv in error state 6,E461,mod_jk child workerEnv in error state <*>,2005-12-04 06:58:53,,,,1,True,False,False,FAILURE
462,2005-12-04,06:58:54,Info,jk2_init,jk2_init() Found child 32677 in scoreboard slot 7,E462,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:58:54,,,,2,False,False,False,INIT
463,2005-12-04,06:58:54,Info,jk2_init,jk2_init() Found child 32676 in scoreboard slot 9,E463,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:58:54,,,,2,False,False,False,INIT
464,2005-12-04,06:58:54,Info,jk2_init,jk2_init() Found child 32678 in scoreboard slot 10,E464,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:58:54,,,,2,False,False,False,INIT
465,2005-12-04,06:59:28,Info,jk2_init,jk2_init() Found child 32679 in scoreboard slot 8,E465,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:59:28,,,,2,False,False,False,INIT
466,2005-12-04,06:59:28,Info,jk2_init,jk2_init() Found child 32680 in scoreboard slot 6,E466,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:59:28,,,,2,False,False,False,INIT
467,2005-12-04,06:59:34,Info,jk2_init,jk2_init() Found child 32681 in scoreboard slot 9,E467,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:59:34,,,,2,False,False,False,INIT
468,2005-12-04,06:59:34,Info,jk2_init,jk2_init() Found child 32682 in scoreboard slot 7,E468,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:59:34,,,,2,False,False,False,INIT
469,2005-12-04,06:59:38,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E469,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:59:38,,,,0,False,False,False,INIT
470,2005-12-04,06:59:40,Error,mod_jk,mod_jk child workerEnv in error state 6,E470,mod_jk child workerEnv in error state <*>,2005-12-04 06:59:40,,,,1,True,False,False,FAILURE
471,2005-12-04,06:59:45,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E471,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:59:45,,,,0,False,False,False,INIT
472,2005-12-04,06:59:45,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E472,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:59:45,,,,0,False,False,False,INIT
473,2005-12-04,06:59:47,Error,mod_jk,mod_jk child workerEnv in error state 8,E473,mod_jk child workerEnv in error state <*>,2005-12-04 06:59:47,,,,1,True,False,False,FAILURE
474,2005-12-04,06:59:47,Error,mod_jk,mod_jk child workerEnv in error state 7,E474,mod_jk child workerEnv in error state <*>,2005-12-04 06:59:47,,,,1,True,False,False,FAILURE
475,2005-12-04,06:59:59,Info,jk2_init,jk2_init() Found child 32683 in scoreboard slot 10,E475,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 06:59:59,,,,2,False,False,False,INIT
476,2005-12-04,07:00:06,Info,jk2_init,jk2_init() Found child 32685 in scoreboard slot 6,E476,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:00:06,,,,2,False,False,False,INIT
477,2005-12-04,07:00:32,Info,jk2_init,jk2_init() Found child 32688 in scoreboard slot 11,E477,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:00:32,,,,2,False,False,False,INIT
478,2005-12-04,07:00:32,Info,jk2_init,jk2_init() Found child 32695 in scoreboard slot 8,E478,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:00:32,,,,2,False,False,False,INIT
479,2005-12-04,07:00:32,Info,jk2_init,jk2_init() Found child 32696 in scoreboard slot 6,E479,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:00:32,,,,2,False,False,False,INIT
480,2005-12-04,07:01:25,Info,jk2_init,jk2_init() Found child 32701 in scoreboard slot 10,E480,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:01:25,,,,2,False,False,False,INIT
481,2005-12-04,07:01:26,Info,jk2_init,jk2_init() Found child 32702 in scoreboard slot 11,E481,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:01:26,,,,2,False,False,False,INIT
482,2005-12-04,07:01:55,Info,jk2_init,jk2_init() Found child 32711 in scoreboard slot 10,E482,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:01:55,,,,2,False,False,False,INIT
483,2005-12-04,07:01:55,Info,jk2_init,jk2_init() Found child 32708 in scoreboard slot 7,E483,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:01:55,,,,2,False,False,False,INIT
484,2005-12-04,07:01:55,Info,jk2_init,jk2_init() Found child 32710 in scoreboard slot 9,E484,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:01:55,,,,2,False,False,False,INIT
485,2005-12-04,07:01:55,Info,jk2_init,jk2_init() Found child 32709 in scoreboard slot 8,E485,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:01:55,,,,2,False,False,False,INIT
486,2005-12-04,07:01:57,Info,jk2_init,jk2_init() Found child 32712 in scoreboard slot 6,E486,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:01:57,,,,2,False,False,False,INIT
487,2005-12-04,07:02:01,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E487,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 07:02:01,,,,0,False,False,False,INIT
488,2005-12-04,07:02:01,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E488,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 07:02:01,,,,0,False,False,False,INIT
489,2005-12-04,07:02:01,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E489,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 07:02:01,,,,0,False,False,False,INIT
490,2005-12-04,07:02:01,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E490,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 07:02:01,,,,0,False,False,False,INIT
491,2005-12-04,07:02:01,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E491,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 07:02:01,,,,0,False,False,False,INIT
492,2005-12-04,07:02:03,Error,mod_jk,mod_jk child workerEnv in error state 9,E492,mod_jk child workerEnv in error state <*>,2005-12-04 07:02:03,,,,1,True,False,False,FAILURE
493,2005-12-04,07:02:03,Error,mod_jk,mod_jk child workerEnv in error state 8,E493,mod_jk child workerEnv in error state <*>,2005-12-04 07:02:03,,,,1,True,False,False,FAILURE
494,2005-12-04,07:02:03,Error,mod_jk,mod_jk child workerEnv in error state 8,E494,mod_jk child workerEnv in error state <*>,2005-12-04 07:02:03,,,,1,True,False,False,FAILURE
495,2005-12-04,07:02:03,Error,mod_jk,mod_jk child workerEnv in error state 6,E495,mod_jk child workerEnv in error state <*>,2005-12-04 07:02:03,,,,1,True,False,False,FAILURE
496,2005-12-04,07:02:03,Error,mod_jk,mod_jk child workerEnv in error state 6,E496,mod_jk child workerEnv in error state <*>,2005-12-04 07:02:03,,,,1,True,False,False,FAILURE
497,2005-12-04,07:02:52,Info,jk2_init,jk2_init() Found child 32713 in scoreboard slot 7,E497,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:02:52,,,,2,False,False,False,INIT
498,2005-12-04,07:03:23,Info,jk2_init,jk2_init() Found child 32717 in scoreboard slot 10,E498,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:03:23,,,,2,False,False,False,INIT
499,2005-12-04,07:03:48,Info,jk2_init,jk2_init() Found child 32720 in scoreboard slot 8,E499,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:03:48,,,,2,False,False,False,INIT
500,2005-12-04,07:04:27,Info,jk2_init,jk2_init() Found child 32726 in scoreboard slot 8,E500,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:04:27,,,,2,False,False,False,INIT
501,2005-12-04,07:04:55,Info,jk2_init,jk2_init() Found child 32730 in scoreboard slot 7,E501,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:04:55,,,,2,False,False,False,INIT
502,2005-12-04,07:04:55,Info,jk2_init,jk2_init() Found child 32729 in scoreboard slot 6,E502,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:04:55,,,,2,False,False,False,INIT
503,2005-12-04,07:04:55,Info,jk2_init,jk2_init() Found child 32731 in scoreboard slot 8,E503,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:04:55,,,,2,False,False,False,INIT
504,2005-12-04,07:05:44,Info,jk2_init,jk2_init() Found child 32739 in scoreboard slot 7,E504,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:05:44,,,,2,False,False,False,INIT
505,2005-12-04,07:05:44,Info,jk2_init,jk2_init() Found child 32740 in scoreboard slot 8,E505,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:05:44,,,,2,False,False,False,INIT
506,2005-12-04,07:06:11,Info,jk2_init,jk2_init() Found child 32742 in scoreboard slot 10,E506,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:06:11,,,,2,False,False,False,INIT
507,2005-12-04,07:07:23,Info,jk2_init,jk2_init() Found child 32758 in scoreboard slot 7,E507,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:07:23,,,,2,False,False,False,INIT
508,2005-12-04,07:07:23,Info,jk2_init,jk2_init() Found child 32755 in scoreboard slot 8,E508,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:07:23,,,,2,False,False,False,INIT
509,2005-12-04,07:07:23,Info,jk2_init,jk2_init() Found child 32754 in scoreboard slot 11,E509,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:07:23,,,,2,False,False,False,INIT
510,2005-12-04,07:07:30,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E510,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 07:07:30,,,,0,False,False,False,INIT
511,2005-12-04,07:07:30,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E511,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 07:07:30,,,,0,False,False,False,INIT
512,2005-12-04,07:07:30,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E512,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 07:07:30,,,,0,False,False,False,INIT
513,2005-12-04,07:07:30,Error,mod_jk,mod_jk child workerEnv in error state 9,E513,mod_jk child workerEnv in error state <*>,2005-12-04 07:07:30,,,,1,True,False,False,FAILURE
514,2005-12-04,07:07:30,Error,mod_jk,mod_jk child workerEnv in error state 10,E514,mod_jk child workerEnv in error state <*>,2005-12-04 07:07:30,,,,1,True,False,False,FAILURE
515,2005-12-04,07:07:30,Error,mod_jk,mod_jk child workerEnv in error state 8,E515,mod_jk child workerEnv in error state <*>,2005-12-04 07:07:30,,,,1,True,False,False,FAILURE
516,2005-12-04,07:08:02,Info,jk2_init,jk2_init() Found child 32761 in scoreboard slot 6,E516,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:08:02,,,,2,False,False,False,INIT
517,2005-12-04,07:08:02,Info,jk2_init,jk2_init() Found child 32762 in scoreboard slot 9,E517,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:08:02,,,,2,False,False,False,INIT
518,2005-12-04,07:08:02,Info,jk2_init,jk2_init() Found child 32763 in scoreboard slot 10,E518,jk2_init() Found child <*> in scoreboard slot <*>,2005-12-04 07:08:02,,,,2,False,False,False,INIT
519,2005-12-04,07:08:04,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E519,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 07:08:04,,,,0,False,False,False,INIT
520,2005-12-04,07:08:04,Error,mod_jk,mod_jk child workerEnv in error state 7,E520,mod_jk child workerEnv in error state <*>,2005-12-04 07:08:04,,,,1,True,False,False,FAILURE
521,2005-12-04,07:08:04,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E521,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 07:08:04,,,,0,False,False,False,INIT
522,2005-12-04,07:08:04,Error,mod_jk,mod_jk child workerEnv in error state 6,E522,mod_jk child workerEnv in error state <*>,2005-12-04 07:08:04,,,,1,True,False,False,FAILURE
523,2005-12-04,07:08:04,Info,workerEnv.init,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E523,workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 07:08:04,,,,0,False,False,False,INIT
